budget,id,original_language,popularity,release_date,revenue,runtime,status,tagline,title,vote_average,vote_count
0,44853,en,2.996284,2000-12-29,0,120.0,Released,Everything has a price.,The Claim,5.6,17
12000000,10220,en,18.422008,1998-09-11,22921898,121.0,Released,Trust everyone... But always cut the cards.,Rounders,6.9,439
0,44944,en,1.934524,2010-11-05,37000000,134.0,Released,Many voices. One poem.,For Colored Girls,7.0,22
40000000,257932,zh,5.057695,2014-05-20,0,88.0,Released,,Dragon Nest: Warriors' Dawn,6.8,19
6000000,138697,en,33.296684,2013-07-26,0,90.0,Released,Everyone loves a happy ending.,Don Jon,5.9,1671
15000000,254904,en,45.317278,2014-08-27,32556119,108.0,Released,A spy is never out of the game.,The November Man,6.0,639
55000000,10530,en,47.845589,1995-06-14,346079773,81.0,Released,An American legend comes to life.,Pocahontas,6.7,1457
200000000,17979,en,39.744242,2009-11-04,325233863,96.0,Released,Season's Greedings,A Christmas Carol,6.6,1095
4000000,241251,en,24.161735,2015-01-23,52425855,91.0,Released,A Moment She Couldn't Resist. An Obsession He Can't Control.,The Boy Next Door,4.1,1022
20000000,9557,en,7.034752,2002-10-01,8586376,94.0,Released,"... once you're on, you'll want to get off...",Boat Trip,4.7,146
47000000,20533,en,22.581313,2010-06-18,10539000,80.0,Released,Revenge gets ugly.,Jonah Hex,4.4,420
30000000,59861,en,20.355458,2011-06-30,36160375,98.0,Released,Rediscover life and love,Larry Crowne,5.7,359
8000000,44147,en,10.791954,2010-06-17,3453043,98.0,Released,They said 'Take her out'. He got the wrong idea.,Wild Target,6.4,215
11000000,9942,en,7.559192,1989-02-16,49797148,107.0,Released,A comedy with bats and balls.,Major League,6.6,217
0,153397,en,0.812776,2012-12-07,0,180.0,Released,,Restless,4.9,8
0,16433,en,1.998557,2003-06-18,0,88.0,Released,It's better to burn out than to fade away.,Grand Theft Parsons,6.0,11
195000000,81005,en,43.349855,2013-02-27,197687603,114.0,Released,Prepare for a giant adventure,Jack the Giant Slayer,5.5,2598
35000000,39486,en,9.525037,2010-08-20,60251371,123.0,Released,The Impossible True Story,Secretariat,6.8,103
0,292483,en,1.186971,2014-09-23,0,90.0,Released,,Not Cool,3.7,25
0,4474,en,20.252143,2006-06-20,60896147,95.0,Released,Hell hath no fury like a superwoman scorned.,My Super Ex-Girlfriend,4.8,442
30000000,70,en,70.456012,2004-12-15,216763646,132.0,Released,"Beyond his silence, there is a past. Beyond her dreams, there is a feeling. Beyond hope, there is a memory. Beyond their journey, there is a love.",Million Dollar Baby,7.7,2439
0,18885,en,2.645722,1994-05-06,0,93.0,Released,"Colt, Rocky and Tum Tum are back for bigger kicks in an all new adventure",3 Ninjas Kick Back,4.5,48
3500000,16288,en,10.729884,1987-05-01,14000000,92.0,Released,"When the curtain goes up, the terror begins.",Creepshow 2,5.9,129
2000000,582,de,34.938177,2006-03-15,70000000,137.0,Released,"Before the Fall of the Berlin Wall, East Germany's Secret Police Listened to Your Secrets.",The Lives of Others,7.9,958
18000000,9389,fr,9.244181,2006-03-16,1831348,105.0,Released,Paris 2054. Live forever or die trying,Renaissance,6.7,77
200000,391,it,38.771062,1964-09-12,14500000,99.0,Released,"In his own way he is perhaps, the most dangerous man who ever lived!",A Fistful of Dollars,7.6,883
33000000,807,en,79.579532,1995-09-22,327311859,127.0,Released,Seven deadly sins. Seven ways to die.,Se7en,8.1,5765
0,1933,en,25.881355,2001-08-02,0,101.0,Released,"Sooner or later she'll see them, then everything will be different.",The Others,7.4,1660
4500000,13807,cn,8.48639,2006-09-06,0,110.0,Released,,Exiled,7.0,46
36000000,36670,en,23.380757,1983-10-07,160000000,134.0,Released,Sean Connery is James Bond 007,Never Say Never Again,5.8,338
379000,65203,en,0.968865,1929-02-08,4358000,100.0,Released,The pulsating drama of Broadway's bared heart speaks and sings with a voice to stir your soul!,The Broadway Melody,5.0,19
34000000,10436,en,9.133747,1993-09-17,32255440,139.0,Released,In a world of tradition. In an age of innocence. They dared to break the rules.,The Age of Innocence,7.0,169
60000000,22538,en,38.885195,2010-07-27,47664559,112.0,Released,Get the hot girl. Defeat her evil exes. Hit love where it hurts.,Scott Pilgrim vs. the World,7.2,2126
20000000,11835,en,12.643703,2007-08-31,16974459,105.0,Released,Protect what's yours.,Death Sentence,6.5,297
0,10930,fr,1.229667,2003-02-09,0,104.0,Released,,The Flower of Evil,5.7,10
10000000,252512,en,19.263477,2015-04-03,7587485,97.0,Released,Life Never Gets Old.,While We're Young,5.8,383
0,39437,en,1.453765,1998-10-16,0,172.0,Released,The past has a life of its own.,Beloved,5.9,26
210000000,91314,en,116.840296,2014-06-25,1091405097,165.0,Released,This is not war. It's extinction.,Transformers: Age of Extinction,5.8,3095
60000000,8285,en,14.84856,2008-12-25,39031337,103.0,Released,I'm gonna kill you all kinds of dead.,The Spirit,4.7,320
4000000,27191,en,8.988455,1952-01-10,36000000,152.0,Released,,The Greatest Show on Earth,6.6,50
44000000,819,en,16.245068,1996-10-18,165615285,147.0,Released,When friendship runs deeper than blood.,Sleepers,7.3,715
100000000,2486,en,30.863434,2006-12-14,249288105,104.0,Released,"As darkness falls, the last dragon will choose its rider.",Eragon,4.9,967
20000000,9387,en,31.802807,1982-04-02,79114085,129.0,Released,Thief. Warrior. Gladiator. King.,Conan the Barbarian,6.6,650
0,251979,en,4.118612,2014-02-28,0,113.0,Released,,The Perfect Wave,4.4,21
0,84204,en,9.451228,2012-08-10,0,94.0,Released,"For the locals on Erin Island, it's last orders.",Grabbers,6.0,140
135000000,308531,en,39.873791,2016-06-01,245623848,112.0,Released,Raise some shell.,Teenage Mutant Ninja Turtles: Out of the Shadows,5.8,963
6000000,1103,en,24.351305,1981-05-22,50244700,99.0,Released,1997. New York City is now a maximum security prison. Breaking out is impossible. Breaking in is insane.,Escape from New York,6.9,703
0,3472,en,9.177896,2002-09-05,0,97.0,Released,Every dream has its price.,Dirty Pretty Things,6.8,131
63600000,10461,en,4.494788,2000-10-06,19412993,102.0,Released,The Truth Hurts,Get Carter,4.8,145
0,16899,en,8.387573,2008-01-01,0,93.0,Released,Let's Misbehave!,Easy Virtue,6.3,108
21500000,1073,en,12.819447,1999-03-19,0,117.0,Released,Your Paranoia Is Real.,Arlington Road,7.0,239
35000000,10410,en,5.926966,1992-12-25,0,140.0,Released,,Hoffa,6.1,81
12000000,4170,en,11.237374,2007-01-23,0,120.0,Released,"Each year, more than 1,000,000 people are trafficked across international borders... against their will.",Trade,6.8,67
55000000,5176,en,48.801089,2007-09-06,70016220,122.0,Released,Time waits for one man.,3:10 to Yuma,6.9,1188
6000000,250349,fr,5.119593,2014-04-30,14348529,98.0,Released,,Barbecue,5.8,214
20000000,184341,en,7.444189,2016-08-26,0,105.0,Released,No más. No surrender.,Hands of Stone,6.1,109
3500000,11363,en,8.406025,1996-08-26,9482579,96.0,Released,A romantic comedy about two brothers... and the one thing that came between them.,She's the One,5.7,70
0,284296,en,15.896312,2014-12-12,25434291,102.0,Released,,Top Five,6.3,210
0,11024,en,22.644275,2004-03-24,181466833,93.0,Released,They came. They saw. They ran.,Scooby-Doo 2: Monsters Unleashed,5.4,500
0,125537,en,0.00734,1999-09-16,0,90.0,Released,"two brothers, four women and the search for Magnetic Perfection",Smiling Fish & Goat On Fire,7.0,1
0,20468,en,0.502396,1999-01-01,0,87.0,Released,He saw. He combed. He conquered.,The Big Tease,5.8,6
0,87943,en,0.025211,2005-09-03,0,104.0,Released,,Sisters in Law,7.3,2
14000000,87729,en,0.900442,1995-03-31,2474000,139.0,Released,A powerful man torn between his love for one woman and his secret desire for another.,Jefferson in Paris,5.2,10
80000000,7518,en,36.32705,2006-04-22,343397247,83.0,Released,Taking back the neighborhood... One snack at a time.,Over the Hedge,6.3,1074
18000000,38665,en,11.725805,1981-08-20,2945600,98.0,Released,"The untold story of the man behind the mask, and the legend behind the man.",The Legend of the Lone Ranger,3.7,14
75000000,80585,en,23.515938,2012-06-13,59418613,123.0,Released,Nothin' but a good time,Rock of Ages,6.0,385
20000000,13497,en,4.748929,2002-12-13,57588485,118.0,Released,Half time is game time,Drumline,6.2,116
31000000,14442,en,22.71592,2004-04-09,27388767,96.0,Released,Get enchanted,Ella Enchanted,5.9,437
12800000,16,en,22.022228,2000-05-17,40031879,140.0,Released,You don't need eyes to see.,Dancer in the Dark,7.6,377
3500159,455,en,22.054546,2002-04-11,76578641,112.0,Released,"Sometimes, to follow your dreams... you've got to bend the rules!",Bend It Like Beckham,6.2,578
2000000,43839,en,0.483974,1938-05-24,4000000,106.0,Released,An American Cavalcade!,Alexander's Ragtime Band,4.8,6
0,77156,en,0.000372,1978-11-22,0,90.0,Released,Don't you dare go in there!,Alien Zone,4.0,3
8900000,86837,fr,17.151293,2012-07-01,19839492,127.0,Released,,Amour,7.5,400
0,253626,en,10.924273,2015-04-09,316472,104.0,Released,,Good Kill,5.9,208
14000000,243938,en,16.618874,2015-02-20,12314651,93.0,Released,The Laws of Space and Time are About to be Violated.,Hot Tub Time Machine 2,5.0,354
140000000,267935,en,44.19092,2016-06-01,183345589,120.0,Released,The world is more giant than you can imagine.,The BFG,6.0,1000
5000000,347126,en,6.96858,2016-04-01,23507567,121.0,Released,,God's Not Dead 2,5.7,72
0,16112,en,3.09159,1999-10-01,0,73.0,Released,"The Good, The Bad and The Stinky.",The Adventures of Elmo in Grouchland,6.3,14
15000000,6687,en,11.428903,2008-01-18,5926410,111.0,Released,You can't escape your lies.,Transsiberian,6.5,195
70000000,857,en,76.041867,1998-07-24,481840909,169.0,Released,The mission is a man.,Saving Private Ryan,7.9,5048
49000000,10796,en,21.746245,2001-11-02,72700000,87.0,Released,Stealing the power of the universes one by one.,The One,5.7,437
730000,288,en,18.644023,1952-03-27,8000000,85.0,Released,The story of a man who was too proud to run.,High Noon,7.6,334
14600000,137,en,52.744331,1993-02-11,70906973,101.0,Released,"He's having the worst day of his life... over, and over...",Groundhog Day,7.4,2301
150000000,8619,en,36.973031,2003-11-14,212011111,138.0,Released,The courage to do the impossible lies in the hearts of men.,Master and Commander: The Far Side of the World,6.9,790
0,17795,en,2.809378,1996-12-20,0,101.0,Released,"A comedy about life, liberty and the pursuit of two ex-presidents.",My Fellow Americans,6.3,46
0,27551,en,1.631993,1987-03-01,0,87.0,Released,Warriors. Conquerors. Heroes.,The Barbarians,5.1,8
18000000,11457,en,5.706767,2001-10-25,0,125.0,Released,"Seen from a distance, it's perfect.",Life as a House,7.2,120
17000000,27759,en,3.321095,1963-05-06,10000000,154.0,Released,A handful of men and women held out against the frenzied hordes of bloodthirsty fanatics!,55 Days at Peking,6.3,36
15000000,873,en,17.571533,1985-12-18,146292009,154.0,Released,It's about life. It's about love. It's about us.,The Color Purple,7.7,338
10000000,3033,en,5.588652,1998-01-21,6451628,105.0,Released,,Gods and Monsters,6.8,81
0,15670,en,3.107371,2009-02-16,90508336,103.0,Released,,Madea Goes to Jail,6.4,52
25000000,15992,en,3.888776,2002-10-14,10719357,99.0,Released,Watch who you leave behind.,Abandon,4.6,45
5000000,27585,en,10.095184,2010-12-16,5129058,91.0,Released,The only way out is through.,Rabbit Hole,6.9,165
15000000,287903,en,31.565117,2015-11-26,61548707,98.0,Released,You don't want to be on his list.,Krampus,5.9,584
20000000,2355,en,20.82778,2007-03-23,22222308,124.0,Released,Let in the unexpected.,Reign Over Me,7.1,334
30000000,311,en,49.336397,1984-02-16,0,229.0,Released,"Crime, passion and lust for power - Sergio Leone's explosive saga of gangland America.",Once Upon a Time in America,8.2,1069
40000000,14392,zh,6.884467,2007-12-12,0,126.0,Released,,The Warlords,6.3,83
9250000,16323,en,7.000949,1979-11-07,29174648,125.0,Released,"She gave and gave, until she had nothing left to give",The Rose,6.8,28
0,21494,fr,4.61335,2007-01-31,0,115.0,Released,,Moliere,6.7,45
0,319069,en,0.59458,2015-01-24,0,84.0,Released,"The Six-Day War, Uncut.",Censored Voices,5.1,8
2962051,549,en,3.636634,1996-08-09,3011195,108.0,Released,"In 1981, A Nineteen-Year-Old Unknown Graffiti Writer Took The New York Art World By Storm. The Rest Is Art History.",Basquiat,6.6,94
30000000,11529,en,18.256028,2002-09-26,180622424,108.0,Released,Sometimes What You're Looking For Is Right Where You Left It.,Sweet Home Alabama,6.0,394
55000000,795,en,21.272734,1998-04-10,198685114,114.0,Released,She didn't believe in angels until she fell in love with one.,City of Angels,6.4,529
0,228550,en,0.160779,2011-03-27,0,83.0,Released,Mom's Pretty Mad At Me,Raymond Did It,3.2,8
0,29461,en,4.105363,1997-09-26,0,114.0,Released,There's Plenty For Everyone!,Soul Food,6.6,19
100000000,8665,en,15.625949,2002-07-19,35168966,138.0,Released,Fate has found its hero.,K-19: The Widowmaker,6.1,264
7000000,14112,en,7.051521,2002-10-18,2062066,104.0,Released,A day without sex is a day wasted.,Auto Focus,6.1,56
75000000,203801,en,48.744209,2015-08-13,108145109,116.0,Released,Saving the world never goes out of style.,The Man from U.N.C.L.E.,7.1,2265
5000000,4553,en,35.252056,2004-02-09,8203235,101.0,Released,A little guilt goes a long way...,The Machinist,7.3,1247
35000000,11362,en,26.595983,2002-01-23,75395048,131.0,Released,Prepare for adventure. Count on revenge.,The Count of Monte Cristo,7.3,453
0,1546,en,4.757625,2005-01-23,1919197,96.0,Released,,Thumbsucker,6.1,67
1000000,10643,ja,3.322721,1999-12-11,10037390,107.0,Released,Get ready to crumble.,Godzilla 2000,5.9,43
61000000,136400,en,42.881415,2013-08-02,131940411,109.0,Released,"2 Guns, 1 Bank.",2 Guns,6.6,1589
6500000,1116,en,6.787967,2006-05-18,22889018,124.0,Released,Winner of the PALME D'OR at the 2006 Cannes Film Festival.,The Wind That Shakes the Barley,7.1,154
150000000,118,en,53.905592,2005-07-13,474968763,115.0,Released,Willy Wonka is semi-sweet and nuts.,Charlie and the Chocolate Factory,6.7,3624
130000000,9502,en,84.689648,2008-06-04,631744560,90.0,Released,Prepare for awesomeness.,Kung Fu Panda,6.9,3145
85000000,59961,en,34.773106,2012-02-09,208076205,115.0,Released,No one is safe,Safe House,6.3,1345
45000000,14034,en,7.185212,2001-05-31,0,94.0,Released,It takes a thief to nail a crook.,What's the Worst That Could Happen?,5.1,66
40000000,256040,te,16.254032,2015-07-10,100000000,159.0,Released,,Baahubali: The Beginning,7.5,135
35000000,9280,en,9.07278,2002-11-06,16838910,114.0,Released,Nothing is more desirable or more deadly than a woman with a secret.,Femme Fatale,6.2,142
0,355629,en,0.021678,2013-10-27,0,98.0,Released,,The Blade of Don Juan,0.0,0
100000000,2059,en,58.849256,2004-11-19,347451894,131.0,Released,The greatest adventure history has ever revealed.,National Treasure,6.4,1926
40600000,1621,en,34.022209,1983-06-07,90400000,116.0,Released,Some very funny business.,Trading Places,7.1,738
0,47534,en,0.045429,2005-05-06,0,0.0,Released,,Fighting Tommy Riley,5.3,4
30000000,10024,en,24.09152,2009-06-26,95714875,109.0,Released,"A tale of life, love, and letting go.",My Sister's Keeper,7.1,598
0,323271,en,0.06124,2015-08-28,0,93.0,Released,The Hunt Is On,Unsullied,3.0,1
1500000,17113,en,3.618646,2005-03-25,712294,111.0,Released,"Selfhood begins with a walking away, and love is proved in the letting go.",The Ballad of Jack and Rose,6.5,43
10000000,9526,en,5.025446,2006-06-09,0,105.0,Released,Radio Like You've Never Seen It Before,A Prairie Home Companion,6.4,81
2700000,8469,en,17.332585,1978-07-27,141000000,109.0,Released,It was the Deltas against the rules... the rules lost!,Animal House,7.0,418
22000000,2294,en,21.865021,2001-08-22,33788161,104.0,Released,Hollywood had it coming,Jay and Silent Bob Strike Back,6.4,480
1000000,242083,en,3.638411,2014-01-21,0,96.0,Released,Based on a true story... that hasn't happened yet.,Hits,4.9,23
0,7515,en,5.350423,2005-02-10,0,92.0,Released,One young man's incredible journey of self-discovery,London,6.1,96
2500000,76,en,23.672571,1995-01-27,5535405,105.0,Released,Can the greatest romance of your life last only one night?,Before Sunrise,7.7,959
21000000,1646,en,17.746981,2007-01-05,41170784,123.0,Released,Their story. Their world. Their future.,Freedom Writers,7.5,356
10500000,796,en,23.449703,1999-03-05,75902208,97.0,Released,"In the game of seduction, There is only one rule: Never fall in love.",Cruel Intentions,6.6,827
21000000,9576,en,20.818567,1982-12-16,177200000,116.0,Released,What do you get when you cross a hopelessly straight starving actor with a dynamite red sequined dress? You get America's hottest new actress.,Tootsie,6.9,421
0,55831,en,0.18887,2005-08-05,0,105.0,Released,,Boynton Beach Club,6.8,3
180000000,258489,en,42.741719,2016-06-29,356743061,109.0,Released,Human. Nature.,The Legend of Tarzan,5.5,2430
85000000,22897,en,16.479851,2009-12-23,219103655,121.0,Released,First comes marriage. Then comes divorce. And then...,It's Complicated,6.2,360
70000000,9422,en,10.147321,1998-03-05,56702901,115.0,Released,Justice has its price.,A Civil Action,6.1,109
40000000,109410,en,31.884559,2013-04-12,95020213,128.0,Released,The True Story Of An American Legend,42,6.8,787
8500000,16353,th,9.029489,2008-12-04,8936663,98.0,Released,Warrior. Conqueror. Legend.,Ong Bak 2,6.0,152
